pfam	num_bact_phyla	bact_phyla	num_arch_phyla	arch_phyla	Ns_enrichment50	Ns_enrichment75	Os_enrichment50	Os_enrichment75	Ss_enrichment50	Ss_enrichment75	cons_pos50	cons_pos75	N_cont	O_cont	S_cont	pi_50	pi_75	
DUF2809	PF10990	no clan	LUOA	7	7	0	Acidobacteria,Cyanobacteria,Chloroflexi,Proteobacteria,Firmicutes,Bacteroidetes,Actinobacteria	1	Bacteria	0.292	0.1	0.458	0.6	0.0	0.0	24	10	0.274157303371	0.268164794007	0.0284644194757	4.02801513672	3.66595458984
tRNA_NucTransf2	PF09249	no clan	LUAA	8	0	8	Thermoprotei,Methanomicrobia,Halobacteria,Thermoplasmata,Thermococci,Methanopyri,Archaeoglobi,Methanobacteria	1	Archaea	0.348	0.378	0.348	0.351	0.0	0.0	69	37	0.261390019599	0.310025629429	0.0137795869139	5.57452392578	6.13287353516
DUF2800	PF10926	CL0236	Unassigned	3	2	1	Firmicutes,Halobacteria,Chloroflexi	2	Bacteria,Archaea	0.667	0.5	0.649	0.643	0.0	0.0	57	14	0.21084864392	0.290463692038	0.0212160979878	5.25616455078	4.41522216797
DUF2802	PF10975	no clan	Unassigned	1	1	0	Proteobacteria	1	Bacteria	0.276	0.0	0.517	0.625	0.034	0.125	29	8	0.359601449275	0.411231884058	0.0407608695652	4.07904052734	3.79498291016
DUF2804	PF10974	no clan	Unassigned	5	4	1	Actinobacteria,Spirochaetes,Proteobacteria,Halobacteria,Thermotogae	2	Bacteria,Archaea	0.447	0.32	0.435	0.56	0.0	0.0	85	25	0.374779541446	0.362874779541	0.0171957671958	4.48773193359	4.03594970703
DUF2805	PF10985	no clan	LUOA	5	5	0	Cyanobacteria,Bacteroidetes,Ignavibacteriae,Proteobacteria,Firmicutes	1	Bacteria	0.686	0.844	0.412	0.313	0.059	0.063	51	32	0.613486842105	0.393914473684	0.0444078947368	10.8344116211	11.7113647461
DUF2806	PF10987	no clan	Unassigned	2	2	0	Cyanobacteria,Proteobacteria	1	Bacteria	0.352	0.242	0.477	0.364	0.045	0.03	88	33	0.401724137931	0.418965517241	0.0301724137931	4.25079345703	4.37030029297
DUF2807	PF10988	CL0268	Unassigned	7	5	2	Proteobacteria,Bacteroidetes,Chloroflexi,Methanomicrobia,Cyanobacteria,Methanobacteria,Actinobacteria	2	Bacteria,Archaea	0.037	0.125	0.037	0.0	0.0	0.0	27	8	0.142283306423	0.233253258772	0.00862442405387	5.52435302734	5.52496337891
Urocanase_N	PF17391	no clan	Unassigned	19	15	4	Thermoprotei,Thermoplasmata,Proteobacteria,Chlamydiae,Halobacteria,Acidobacteria,Actinobacteria,Chloroflexi,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Cyanobacteria,Methanomicrobia,Planctomycetes,Rhodothermaeota	2	Archaea,Bacteria	0.319	0.354	0.418	0.277	0.044	0.046	91	65	0.416475722859	0.458265139116	0.0436988543372	4.35272216797	6.22528076172
Urocanase_C	PF17392	no clan	Unassigned	19	15	4	Thermoprotei,Thermoplasmata,Proteobacteria,Chlamydiae,Halobacteria,Acidobacteria,Actinobacteria,Chloroflexi,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Cyanobacteria,Methanomicrobia,Planctomycetes,Rhodothermaeota	2	Archaea,Bacteria	0.39	0.464	0.397	0.371	0.021	0.021	141	97	0.357114833258	0.371178512147	0.0299381318847	4.60308837891	5.02789306641
RuvC_III	PF18541	no clan	LUOA	6	6	0	Ignavibacteriae,Actinobacteria,Tenericutes,Firmicutes,Planctomycetes,Proteobacteria	1	Bacteria	0.857	0.333	0.429	0.556	0.0	0.0	28	9	0.320197044335	0.273125342091	0.00985221674877	10.7809448242	5.83563232422
ToxN_toxin	PF13958	no clan	Unassigned	2	2	0	Fusobacteria,Firmicutes	1	Bacteria	0.389	0.2	0.431	1.0	0.028	0.0	72	5	0.318996415771	0.362007168459	0.0197132616487	9.21527099609	4.08441162109
CopK	PF11525	no clan	Unassigned	1	1	0	Proteobacteria	1	Bacteria	0.375	0.185	0.516	0.556	0.016	0.0	64	27	0.275362318841	0.492753623188	0.0217391304348	6.97613525391	4.17755126953
AidB_N	PF18158	CL0544	Unassigned	8	5	3	Actinobacteria,Chloroflexi,Thermoprotei,Halobacteria,Proteobacteria,Thermoplasmata,Firmicutes,Deinococcus-Thermus	2	Bacteria,Archaea	0.4	0.2	0.425	0.3	0.05	0.1	40	20	0.381365740741	0.421296296296	0.0251736111111	4.52032470703	3.56365966797
GT-D	PF08759	no clan	Unassigned	2	1	1	Methanomicrobia,Proteobacteria	2	Archaea,Bacteria	0.413	0.294	0.466	0.412	0.029	0.0	208	51	0.365800865801	0.452380952381	0.025974025974	9.33148193359	4.54205322266
MerT	PF02411	no clan	Unassigned	3	3	0	Proteobacteria,Bacteroidetes,Ignavibacteriae	1	Bacteria	0.255	0.182	0.213	0.182	0.064	0.273	47	11	0.204161979753	0.199662542182	0.0399325084364	7.92401123047	5.54559326172
DHDPS	PF00701	CL0036	LUCA_perm	24	16	8	Thermoprotei,Actinobacteria,Methanomicrobia,Halobacteria,Chlamydiae,Thermoplasmata,Proteobacteria,Thermococci,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Methanopyri,Archaeoglobi,Methanobacteria,Thermotogae,Bacteroidetes,Fusobacteria,Firmicutes,Planctomycetes,Spirochaetes,Aquificae,Rhodothermaeota,Deinococcus-Thermus	2	Archaea,Bacteria	0.256	0.414	0.397	0.31	0.0	0.0	78	29	0.148622787599	0.197605817016	0.0118401906431	4.12017822266	6.18060302734
MerB	PF03243	no clan	Unassigned	5	2	3	Actinobacteria,Halobacteria,Thermoprotei,Chloroflexi,Methanomicrobia	2	Bacteria,Archaea	0.206	0.455	0.265	0.364	0.059	0.182	34	11	0.267142857143	0.404285714286	0.0288095238095	4.35113525391	5.04901123047
MerC	PF03203	no clan	Unassigned	3	3	0	Proteobacteria,Bacteroidetes,Acidobacteria	1	Bacteria	0.545	0.545	0.212	0.364	0.061	0.182	33	11	0.240056818182	0.193181818182	0.0433238636364	7.07879638672	5.96734619141
MerE	PF05052	no clan	Unassigned	3	3	0	Actinobacteria,Chloroflexi,Proteobacteria	1	Bacteria	0.194	0.286	0.139	0.143	0.056	0.143	36	14	0.17094017094	0.141025641026	0.0299145299145	8.06414794922	6.76470947266
RLI	PF04068	CL0344	LUAA	8	0	8	Thermoprotei,Methanomicrobia,Halobacteria,Thermoplasmata,Thermococci,Methanopyri,Archaeoglobi,Methanobacteria	1	Archaea	0.462	0.5	0.154	0.0	0.308	0.5	13	2	0.456943826886	0.375796650363	0.0910034089225	7.88458251953	5.90997314453
SepRS_C	PF18006	no clan	Unassigned	3	0	3	Methanomicrobia,Archaeoglobi,Methanobacteria	1	Archaea	0.235	0.333	0.235	0.5	0.0	0.0	17	6	0.24581539933	0.308464849354	0.00286944045911	6.00140380859	3.99969482422
VirE_N	PF08800	no clan	Unassigned	2	2	0	Planctomycetes,Bacteroidetes	1	Bacteria	0.351	0.6	0.541	0.8	0.027	0.0	37	10	0.351503759398	0.378571428571	0.0304511278195	5.41241455078	4.32183837891
Trns_repr_metal	PF02583	no clan	Unassigned	15	12	3	Actinobacteria,Chlamydiae,Cyanobacteria,Chloroflexi,Chlorobi,Proteobacteria,Methanobacteria,Thermotogae,Deinococcus-Thermus,Firmicutes,Acidobacteria,Planctomycetes,Bacteroidetes,Methanomicrobia,Thermoplasmata	2	Bacteria,Archaea	0.4	0.444	0.48	0.111	0.12	0.333	25	9	0.386459694152	0.417044493968	0.0434181203412	4.73199462891	8.07208251953
PAP2_3	PF14378	CL0525	Unassigned	12	8	4	Halobacteria,Methanomicrobia,Thermococci,Acidobacteria,Chloroflexi,Actinobacteria,Tenericutes,Thermoprotei,Proteobacteria,Ignavibacteriae,Firmicutes,Aquificae	2	Archaea,Bacteria	0.299	0.5	0.313	0.417	0.015	0.0	67	12	0.162806515124	0.18181492751	0.0158761410417	8.28375244141	5.96868896484
Aminopep	PF10023	CL0126	Unassigned	1	1	0	Proteobacteria	1	Bacteria	0.391	0.338	0.384	0.368	0.022	0.0	138	68	0.411233927363	0.450936160614	0.0200766974961	6.07952880859	6.02593994141
ATP-grasp	PF02222	CL0179	Unassigned	18	13	5	Thermoprotei,Halobacteria,Thermoplasmata,Thermococci,Methanomicrobia,Acidobacteria,Cyanobacteria,Actinobacteria,Chloroflexi,Chlorobi,Proteobacteria,Deinococcus-Thermus,Bacteroidetes,Ignavibacteriae,Planctomycetes,Firmicutes,Rhodothermaeota,Aquificae	2	Archaea,Bacteria	0.338	0.5	0.338	0.5	0.0	0.0	65	28	0.198833786232	0.259850543478	0.0127490942029	4.80487060547	4.92388916016
RGI_lyase	PF18370	CL0159	Unassigned	5	4	1	Chloroflexi,Halobacteria,Bacteroidetes,Actinobacteria,Proteobacteria	2	Bacteria,Archaea	0.429	0.48	0.49	0.36	0.02	0.04	49	25	0.329907161804	0.419098143236	0.0106100795756	4.93035888672	8.34222412109
DUF1858	PF08984	no clan	Unassigned	17	12	5	Actinobacteria,Methanomicrobia,Acidobacteria,Chloroflexi,Thermococci,Archaeoglobi,Proteobacteria,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Thermoplasmata,Planctomycetes,Bacteroidetes,Methanobacteria,Thermotogae,Deinococcus-Thermus	2	Bacteria,Archaea	0.167	1.0	0.389	0.0	0.111	0.0	18	1	0.296151337247	0.382909328115	0.0534898891063	4.50714111328	5.95501708984
NLPC_P60	PF00877	CL0125	Unassigned	19	16	3	Actinobacteria,Chlamydiae,Thermoplasmata,Proteobacteria,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Halobacteria,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Firmicutes,Ignavibacteriae,Planctomycetes,Thermotogae,Methanomicrobia,Rhodothermaeota,Aquificae	2	Bacteria,Archaea	0.333	0.389	0.205	0.389	0.026	0.056	39	18	0.125337920865	0.128468697576	0.00985179565538	5.97723388672	5.21063232422
Flagellin_IN	PF07196	no clan	LUOA	6	6	0	Proteobacteria,Planctomycetes,Actinobacteria,Spirochaetes,Thermotogae,Firmicutes	1	Bacteria	0.091	0.2	0.091	0.2	0.0	0.0	11	5	0.149271554813	0.358012897062	0.0059708621925	5.52496337891	5.52496337891
TGase_elicitor	PF16683	CL0125	Unassigned	1	1	0	Proteobacteria	1	Bacteria	0.394	0.302	0.505	0.535	0.028	0.07	109	43	0.303571428571	0.394607843137	0.0192577030812	4.66595458984	3.50225830078
DUF4402	PF14352	no clan	Unassigned	2	2	0	Proteobacteria,Firmicutes	1	Bacteria	0.0	0.0	0.423	0.353	0.0	0.0	26	17	0.209032258065	0.378064516129	0.0116129032258	3.79986572266	3.79986572266
DUF4403	PF14356	no clan	Unassigned	4	4	0	Chlorobi,Deinococcus-Thermus,Proteobacteria,Bacteroidetes	1	Bacteria	0.309	0.625	0.191	0.188	0.0	0.0	68	16	0.328371089536	0.354692556634	0.0153182308522	4.77996826172	5.55303955078
WhiA_N	PF10298	CL0324	Unassigned	4	4	0	Actinobacteria,Tenericutes,Fusobacteria,Firmicutes	1	Bacteria	0.64	0.9	0.28	0.3	0.04	0.0	50	10	0.446557971014	0.342693236715	0.0289855072464	10.3984985352	10.7378540039
DUF4401	PF14351	no clan	Unassigned	2	2	0	Chloroflexi,Proteobacteria	1	Bacteria	0.224	0.171	0.133	0.086	0.014	0.0	210	70	0.215909090909	0.244318181818	0.0348011363636	10.0693969727	9.71112060547
DUF4154	PF13689	no clan	Unassigned	3	3	0	Proteobacteria,Acidobacteria,Bacteroidetes	1	Bacteria	0.385	0.222	0.103	0.0	0.051	0.111	39	9	0.353197674419	0.325789036545	0.0209717607973	10.7869262695	5.51812744141
DUF4407	PF14362	no clan	Unassigned	3	3	0	Chlorobi,Bacteroidetes,Actinobacteria	1	Bacteria	0.273	0.6	0.273	0.333	0.0	0.0	55	15	0.223703227879	0.278785932231	0.0155773245544	6.33563232422	8.58880615234
