CTP-dep_RFKase	PF01982	no clan	Unassigned	9	1	8	Thermoprotei,Methanomicrobia,Halobacteria,Thermoplasmata,Thermococci,Methanopyri,Archaeoglobi,Methanobacteria,Proteobacteria	2	Archaea,Bacteria
PQQ	PF01011	CL0186	Unassigned	13	8	5	Halobacteria,Methanomicrobia,Acidobacteria,Thermoprotei,Proteobacteria,Chloroflexi,Methanobacteria,Ignavibacteriae,Thermoplasmata,Planctomycetes,Bacteroidetes,Firmicutes,Actinobacteria	2	Archaea,Bacteria
ABC_trans_CmpB	PF06541	no clan	Unassigned	6	5	1	Actinobacteria,Methanomicrobia,Fusobacteria,Firmicutes,Chloroflexi,Proteobacteria	2	Bacteria,Archaea
Sigma54_activat	PF00158	CL0023	Unassigned	20	17	3	Actinobacteria,Chlamydiae,Thermoplasmata,Proteobacteria,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Methanobacteria,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Aquificae,Halobacteria,Rhodothermaeota	2	Bacteria,Archaea
PepSY_like	PF11396	CL0320	Unassigned	4	4	0	Bacteroidetes,Ignavibacteriae,Spirochaetes,Proteobacteria	1	Bacteria
GlcNAc_2-epim	PF07221	CL0059	Unassigned	15	10	5	Halobacteria,Methanomicrobia,Acidobacteria,Chloroflexi,Actinobacteria,Proteobacteria,Archaeoglobi,Methanobacteria,Planctomycetes,Cyanobacteria,Spirochaetes,Thermoplasmata,Firmicutes,Bacteroidetes,Rhodothermaeota	2	Archaea,Bacteria
Glucos_trans_II	PF14264	no clan	Unassigned	2	2	0	Firmicutes,Proteobacteria	1	Bacteria
Y2_Tnp	PF04986	CL0481	Unassigned	7	6	1	Proteobacteria,Acidobacteria,Chloroflexi,Methanomicrobia,Fusobacteria,Bacteroidetes,Firmicutes	2	Bacteria,Archaea
DDE_5	PF13546	CL0219	Unassigned	12	10	2	Proteobacteria,Chlamydiae,Acidobacteria,Halobacteria,Cyanobacteria,Methanomicrobia,Deinococcus-Thermus,Bacteroidetes,Chloroflexi,Firmicutes,Actinobacteria,Planctomycetes	2	Bacteria,Archaea
DDE_3	PF13358	CL0219	Unassigned	18	12	6	Methanomicrobia,Chlamydiae,Acidobacteria,Cyanobacteria,Actinobacteria,Halobacteria,Chlorobi,Proteobacteria,Thermoprotei,Archaeoglobi,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Chloroflexi,Planctomycetes,Methanobacteria,Thermoplasmata,Firmicutes	2	Archaea,Bacteria
DDE_2	PF02914	CL0219	Unassigned	2	2	0	Spirochaetes,Proteobacteria	1	Bacteria
Darcynin	PF17074	no clan	Unassigned	3	3	0	Actinobacteria,Acidobacteria,Bacteroidetes	1	Bacteria
preATP-grasp_3	PF18301	no clan	Unassigned	5	2	3	Methanomicrobia,Archaeoglobi,Methanobacteria,Proteobacteria,Planctomycetes	2	Archaea,Bacteria
TraW_N	PF12477	no clan	Unassigned	1	1	0	Proteobacteria	1	Bacteria
Bac_export_2	PF01312	no clan	LUOA	11	11	0	Chlamydiae,Proteobacteria,Acidobacteria,Actinobacteria,Spirochaetes,Ignavibacteriae,Planctomycetes,Bacteroidetes,Firmicutes,Thermotogae,Aquificae	1	Bacteria
Bac_export_3	PF01313	no clan	LUOA	11	11	0	Chlamydiae,Proteobacteria,Acidobacteria,Actinobacteria,Spirochaetes,Ignavibacteriae,Planctomycetes,Bacteroidetes,Firmicutes,Thermotogae,Aquificae	1	Bacteria
MurJ	PF03023	CL0222	LUBA_perm	16	16	0	Actinobacteria,Chlamydiae,Proteobacteria,Acidobacteria,Cyanobacteria,Chloroflexi,Thermotogae,Deinococcus-Thermus,Spirochaetes,Fusobacteria,Ignavibacteriae,Planctomycetes,Bacteroidetes,Firmicutes,Aquificae,Rhodothermaeota	1	Bacteria
Bac_export_1	PF01311	no clan	LUOA	11	11	0	Chlamydiae,Proteobacteria,Acidobacteria,Actinobacteria,Spirochaetes,Ignavibacteriae,Planctomycetes,Bacteroidetes,Firmicutes,Thermotogae,Aquificae	1	Bacteria
Peptidase_M24_C	PF16188	no clan	LUOA	7	7	0	Proteobacteria,Spirochaetes,Fusobacteria,Cyanobacteria,Firmicutes,Bacteroidetes,Thermotogae	1	Bacteria
MukB_hinge	PF16330	no clan	Unassigned	1	1	0	Proteobacteria	1	Bacteria
Dala_Dala_lig_N	PF01820	CL0483	LUBA_perm	17	17	0	Actinobacteria,Chlamydiae,Proteobacteria,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Aquificae,Rhodothermaeota	1	Bacteria
CBP_GIL	PF10995	no clan	Unassigned	1	1	0	Proteobacteria	1	Bacteria
Dala_Dala_lig_C	PF07478	CL0179	Unassigned	20	17	3	Actinobacteria,Chlamydiae,Proteobacteria,Methanomicrobia,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Thermoplasmata,Aquificae,Halobacteria,Rhodothermaeota	2	Bacteria,Archaea
YukD	PF08817	CL0072	Unassigned	3	3	0	Actinobacteria,Chloroflexi,Firmicutes	1	Bacteria
YukC	PF10140	CL0016	Unassigned	1	1	0	Firmicutes	1	Bacteria
HLH	PF00010	no clan	Unassigned	1	0	1	Halobacteria	1	Archaea
DUF3692	PF12469	CL0276	Unassigned	12	7	5	Thermoprotei,Methanomicrobia,Cyanobacteria,Chloroflexi,Thermococci,Methanopyri,Archaeoglobi,Bacteroidetes,Actinobacteria,Proteobacteria,Thermotogae,Deinococcus-Thermus	2	Archaea,Bacteria
Lact_bio_phlase	PF09508	CL0369	Unassigned	1	1	0	Firmicutes	1	Bacteria
DUF72	PF01904	no clan	LUCA_perm	20	14	6	Thermoprotei,Methanomicrobia,Thermoplasmata,Chlamydiae,Thermococci,Acidobacteria,Cyanobacteria,Chloroflexi,Actinobacteria,Archaeoglobi,Thermotogae,Deinococcus-Thermus,Proteobacteria,Bacteroidetes,Ignavibacteriae,Planctomycetes,Firmicutes,Aquificae,Methanobacteria,Rhodothermaeota	2	Archaea,Bacteria
PAP2_C	PF14360	CL0525	Unassigned	1	1	0	Ignavibacteriae	1	Bacteria
DUF2808	PF10989	no clan	Unassigned	2	1	1	Cyanobacteria,Halobacteria	2	Bacteria,Archaea
DUF2809	PF10990	no clan	LUOA	7	7	0	Acidobacteria,Cyanobacteria,Chloroflexi,Proteobacteria,Firmicutes,Bacteroidetes,Actinobacteria	1	Bacteria
tRNA_NucTransf2	PF09249	no clan	LUAA	8	0	8	Thermoprotei,Methanomicrobia,Halobacteria,Thermoplasmata,Thermococci,Methanopyri,Archaeoglobi,Methanobacteria	1	Archaea
DUF2800	PF10926	CL0236	Unassigned	3	2	1	Firmicutes,Halobacteria,Chloroflexi	2	Bacteria,Archaea
DUF2802	PF10975	no clan	Unassigned	1	1	0	Proteobacteria	1	Bacteria
DUF2804	PF10974	no clan	Unassigned	5	4	1	Actinobacteria,Spirochaetes,Proteobacteria,Halobacteria,Thermotogae	2	Bacteria,Archaea
DUF2805	PF10985	no clan	LUOA	5	5	0	Cyanobacteria,Bacteroidetes,Ignavibacteriae,Proteobacteria,Firmicutes	1	Bacteria
DUF2806	PF10987	no clan	Unassigned	2	2	0	Cyanobacteria,Proteobacteria	1	Bacteria
DUF2807	PF10988	CL0268	Unassigned	7	5	2	Proteobacteria,Bacteroidetes,Chloroflexi,Methanomicrobia,Cyanobacteria,Methanobacteria,Actinobacteria	2	Bacteria,Archaea
Urocanase_N	PF17391	no clan	Unassigned	19	15	4	Thermoprotei,Thermoplasmata,Proteobacteria,Chlamydiae,Halobacteria,Acidobacteria,Actinobacteria,Chloroflexi,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Cyanobacteria,Methanomicrobia,Planctomycetes,Rhodothermaeota	2	Archaea,Bacteria
Urocanase_C	PF17392	no clan	Unassigned	19	15	4	Thermoprotei,Thermoplasmata,Proteobacteria,Chlamydiae,Halobacteria,Acidobacteria,Actinobacteria,Chloroflexi,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Cyanobacteria,Methanomicrobia,Planctomycetes,Rhodothermaeota	2	Archaea,Bacteria
RuvC_III	PF18541	no clan	LUOA	6	6	0	Ignavibacteriae,Actinobacteria,Tenericutes,Firmicutes,Planctomycetes,Proteobacteria	1	Bacteria
ToxN_toxin	PF13958	no clan	Unassigned	2	2	0	Fusobacteria,Firmicutes	1	Bacteria
CopK	PF11525	no clan	Unassigned	1	1	0	Proteobacteria	1	Bacteria
AidB_N	PF18158	CL0544	Unassigned	8	5	3	Actinobacteria,Chloroflexi,Thermoprotei,Halobacteria,Proteobacteria,Thermoplasmata,Firmicutes,Deinococcus-Thermus	2	Bacteria,Archaea
GT-D	PF08759	no clan	Unassigned	2	1	1	Methanomicrobia,Proteobacteria	2	Archaea,Bacteria
MerT	PF02411	no clan	Unassigned	3	3	0	Proteobacteria,Bacteroidetes,Ignavibacteriae	1	Bacteria
DHDPS	PF00701	CL0036	LUCA_perm	24	16	8	Thermoprotei,Actinobacteria,Methanomicrobia,Halobacteria,Chlamydiae,Thermoplasmata,Proteobacteria,Thermococci,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Methanopyri,Archaeoglobi,Methanobacteria,Thermotogae,Bacteroidetes,Fusobacteria,Firmicutes,Planctomycetes,Spirochaetes,Aquificae,Rhodothermaeota,Deinococcus-Thermus	2	Archaea,Bacteria
MerB	PF03243	no clan	Unassigned	5	2	3	Actinobacteria,Halobacteria,Thermoprotei,Chloroflexi,Methanomicrobia	2	Bacteria,Archaea
MerC	PF03203	no clan	Unassigned	3	3	0	Proteobacteria,Bacteroidetes,Acidobacteria	1	Bacteria
MerE	PF05052	no clan	Unassigned	3	3	0	Actinobacteria,Chloroflexi,Proteobacteria	1	Bacteria
RLI	PF04068	CL0344	LUAA	8	0	8	Thermoprotei,Methanomicrobia,Halobacteria,Thermoplasmata,Thermococci,Methanopyri,Archaeoglobi,Methanobacteria	1	Archaea
SepRS_C	PF18006	no clan	Unassigned	3	0	3	Methanomicrobia,Archaeoglobi,Methanobacteria	1	Archaea
VirE_N	PF08800	no clan	Unassigned	2	2	0	Planctomycetes,Bacteroidetes	1	Bacteria
Trns_repr_metal	PF02583	no clan	Unassigned	15	12	3	Actinobacteria,Chlamydiae,Cyanobacteria,Chloroflexi,Chlorobi,Proteobacteria,Methanobacteria,Thermotogae,Deinococcus-Thermus,Firmicutes,Acidobacteria,Planctomycetes,Bacteroidetes,Methanomicrobia,Thermoplasmata	2	Bacteria,Archaea
PAP2_3	PF14378	CL0525	Unassigned	12	8	4	Halobacteria,Methanomicrobia,Thermococci,Acidobacteria,Chloroflexi,Actinobacteria,Tenericutes,Thermoprotei,Proteobacteria,Ignavibacteriae,Firmicutes,Aquificae	2	Archaea,Bacteria
Aminopep	PF10023	CL0126	Unassigned	1	1	0	Proteobacteria	1	Bacteria
ATP-grasp	PF02222	CL0179	Unassigned	18	13	5	Thermoprotei,Halobacteria,Thermoplasmata,Thermococci,Methanomicrobia,Acidobacteria,Cyanobacteria,Actinobacteria,Chloroflexi,Chlorobi,Proteobacteria,Deinococcus-Thermus,Bacteroidetes,Ignavibacteriae,Planctomycetes,Firmicutes,Rhodothermaeota,Aquificae	2	Archaea,Bacteria
RGI_lyase	PF18370	CL0159	Unassigned	5	4	1	Chloroflexi,Halobacteria,Bacteroidetes,Actinobacteria,Proteobacteria	2	Bacteria,Archaea
DUF1858	PF08984	no clan	Unassigned	17	12	5	Actinobacteria,Methanomicrobia,Acidobacteria,Chloroflexi,Thermococci,Archaeoglobi,Proteobacteria,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Thermoplasmata,Planctomycetes,Bacteroidetes,Methanobacteria,Thermotogae,Deinococcus-Thermus	2	Bacteria,Archaea
NLPC_P60	PF00877	CL0125	Unassigned	19	16	3	Actinobacteria,Chlamydiae,Thermoplasmata,Proteobacteria,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Halobacteria,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Firmicutes,Ignavibacteriae,Planctomycetes,Thermotogae,Methanomicrobia,Rhodothermaeota,Aquificae	2	Bacteria,Archaea
Flagellin_IN	PF07196	no clan	LUOA	6	6	0	Proteobacteria,Planctomycetes,Actinobacteria,Spirochaetes,Thermotogae,Firmicutes	1	Bacteria
TGase_elicitor	PF16683	CL0125	Unassigned	1	1	0	Proteobacteria	1	Bacteria
DUF4402	PF14352	no clan	Unassigned	2	2	0	Proteobacteria,Firmicutes	1	Bacteria
DUF4403	PF14356	no clan	Unassigned	4	4	0	Chlorobi,Deinococcus-Thermus,Proteobacteria,Bacteroidetes	1	Bacteria
WhiA_N	PF10298	CL0324	Unassigned	4	4	0	Actinobacteria,Tenericutes,Fusobacteria,Firmicutes	1	Bacteria
DUF4401	PF14351	no clan	Unassigned	2	2	0	Chloroflexi,Proteobacteria	1	Bacteria
DUF4154	PF13689	no clan	Unassigned	3	3	0	Proteobacteria,Acidobacteria,Bacteroidetes	1	Bacteria
DUF4407	PF14362	no clan	Unassigned	3	3	0	Chlorobi,Bacteroidetes,Actinobacteria	1	Bacteria
DUF4404	PF14357	no clan	Unassigned	2	2	0	Chlorobi,Proteobacteria	1	Bacteria
AbiJ_NTD5	PF18865	no clan	Unassigned	2	1	1	Actinobacteria,Halobacteria	2	Bacteria,Archaea
DUF4158	PF13700	no clan	LUOA	6	6	0	Proteobacteria,Cyanobacteria,Chloroflexi,Actinobacteria,Rhodothermaeota,Bacteroidetes	1	Bacteria
DUF4159	PF13709	CL0014	Unassigned	7	7	0	Acidobacteria,Proteobacteria,Bacteroidetes,Ignavibacteriae,Planctomycetes,Cyanobacteria,Rhodothermaeota	1	Bacteria
Oxidored_q2	PF00420	no clan	LUCA_perm	22	15	7	Thermoprotei,Methanomicrobia,Halobacteria,Thermoplasmata,Proteobacteria,Chlamydiae,Thermococci,Acidobacteria,Cyanobacteria,Actinobacteria,Chloroflexi,Chlorobi,Methanobacteria,Thermotogae,Deinococcus-Thermus,Archaeoglobi,Bacteroidetes,Ignavibacteriae,Planctomycetes,Firmicutes,Aquificae,Rhodothermaeota	2	Archaea,Bacteria
PTS_IIA	PF02255	no clan	LUOA	4	4	0	Tenericutes,Spirochaetes,Firmicutes,Proteobacteria	1	Bacteria
eIF-1a	PF01176	CL0021	LUCA	26	18	8	Thermoprotei,Actinobacteria,Methanomicrobia,Halobacteria,Chlamydiae,Thermoplasmata,Proteobacteria,Thermococci,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Methanopyri,Archaeoglobi,Methanobacteria,Thermotogae,Tenericutes,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Aquificae,Rhodothermaeota	2	Archaea,Bacteria
DUF1659	PF07872	no clan	Unassigned	1	1	0	Firmicutes	1	Bacteria
DUF1654	PF07867	no clan	Unassigned	1	1	0	Proteobacteria	1	Bacteria
Ribosomal_L38e	PF01781	no clan	Unassigned	1	0	1	Thermoprotei	1	Archaea
DUF1656	PF07869	no clan	Unassigned	1	1	0	Proteobacteria	1	Bacteria
DUF1657	PF07870	no clan	Unassigned	1	1	0	Firmicutes	1	Bacteria
MethyTransf_Reg	PF10119	no clan	LUOA	7	7	0	Acidobacteria,Cyanobacteria,Proteobacteria,Fusobacteria,Chloroflexi,Firmicutes,Planctomycetes	1	Bacteria
HEAT	PF02985	CL0020	Unassigned	11	6	5	Methanomicrobia,Thermococci,Acidobacteria,Cyanobacteria,Archaeoglobi,Halobacteria,Chloroflexi,Proteobacteria,Thermotogae,Methanobacteria,Bacteroidetes	2	Archaea,Bacteria
Prim_Zn_Ribbon	PF08273	CL0167	Unassigned	3	2	1	Chloroflexi,Proteobacteria,Halobacteria	2	Bacteria,Archaea
hDGE_amylase	PF14701	CL0058	Unassigned	1	1	0	Proteobacteria	1	Bacteria
QueF	PF14489	CL0334	Unassigned	17	13	4	Chlamydiae,Acidobacteria,Cyanobacteria,Actinobacteria,Chlorobi,Proteobacteria,Archaeoglobi,Thermoprotei,Chloroflexi,Firmicutes,Ignavibacteriae,Planctomycetes,Thermoplasmata,Bacteroidetes,Aquificae,Rhodothermaeota,Halobacteria	2	Bacteria,Archaea
Smoa_sbd	PF17885	no clan	Unassigned	2	2	0	Proteobacteria,Actinobacteria	1	Bacteria
SAICAR_synt	PF01259	no clan	LUCA_perm	24	16	8	Thermoprotei,Actinobacteria,Methanomicrobia,Halobacteria,Thermoplasmata,Proteobacteria,Thermococci,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Methanopyri,Archaeoglobi,Methanobacteria,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Thermotogae,Aquificae,Rhodothermaeota	2	Archaea,Bacteria
DAO_C	PF16901	no clan	Unassigned	13	11	2	Proteobacteria,Acidobacteria,Cyanobacteria,Chloroflexi,Actinobacteria,Deinococcus-Thermus,Bacteroidetes,Planctomycetes,Archaeoglobi,Spirochaetes,Methanomicrobia,Firmicutes,Aquificae	2	Bacteria,Archaea
Tocopherol_cycl	PF14249	no clan	Unassigned	6	4	2	Cyanobacteria,Methanobacteria,Methanomicrobia,Chloroflexi,Bacteroidetes,Thermotogae	2	Bacteria,Archaea
ImpE	PF07024	no clan	Unassigned	3	3	0	Acidobacteria,Proteobacteria,Planctomycetes	1	Bacteria
RuBisCO_small	PF00101	no clan	Unassigned	6	6	0	Cyanobacteria,Actinobacteria,Proteobacteria,Chloroflexi,Firmicutes,Deinococcus-Thermus	1	Bacteria
DUF1479	PF07350	CL0029	Unassigned	2	2	0	Actinobacteria,Proteobacteria	1	Bacteria
tRNA_synt_2f	PF02092	no clan	LUOA	12	12	0	Actinobacteria,Chlamydiae,Proteobacteria,Acidobacteria,Cyanobacteria,Thermotogae,Fusobacteria,Firmicutes,Chloroflexi,Spirochaetes,Planctomycetes,Aquificae	1	Bacteria
HAMP	PF00672	CL0681	LUCA_perm	23	17	6	Actinobacteria,Methanomicrobia,Chlamydiae,Proteobacteria,Thermococci,Halobacteria,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Archaeoglobi,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Thermoplasmata,Aquificae,Methanobacteria,Rhodothermaeota	2	Bacteria,Archaea
Haem_degrading	PF03928	CL0161	Unassigned	12	10	2	Halobacteria,Proteobacteria,Acidobacteria,Actinobacteria,Thermoprotei,Bacteroidetes,Chloroflexi,Fusobacteria,Planctomycetes,Firmicutes,Rhodothermaeota,Deinococcus-Thermus	2	Archaea,Bacteria
AP2	PF00847	CL0081	Unassigned	1	0	1	Methanobacteria	1	Archaea
DUF1471	PF07338	no clan	Unassigned	1	1	0	Proteobacteria	1	Bacteria
DUF1476	PF07345	no clan	Unassigned	1	1	0	Proteobacteria	1	Bacteria
TSP1_ADAMTS	PF19030	CL0692	Unassigned	1	1	0	Proteobacteria	1	Bacteria
Glyco_hydro_92	PF07971	CL0268	Unassigned	9	8	1	Acidobacteria,Actinobacteria,Thermotogae,Bacteroidetes,Chloroflexi,Firmicutes,Halobacteria,Proteobacteria,Rhodothermaeota	2	Bacteria,Archaea
Glyco_hydro_97	PF10566	CL0058	Unassigned	6	5	1	Halobacteria,Acidobacteria,Ignavibacteriae,Bacteroidetes,Actinobacteria,Proteobacteria	2	Archaea,Bacteria
MmcB-like	PF06319	CL0236	Unassigned	2	2	0	Cyanobacteria,Proteobacteria	1	Bacteria
Glyco_hydro_99	PF16317	CL0058	Unassigned	4	2	2	Chloroflexi,Thermotogae,Thermoprotei,Halobacteria	2	Bacteria,Archaea
Mis14	PF08641	no clan	Unassigned	1	0	1	Methanomicrobia	1	Archaea
PolyA_pol_RNAbd	PF12627	no clan	Unassigned	19	18	1	Chlamydiae,Proteobacteria,Acidobacteria,Cyanobacteria,Actinobacteria,Chloroflexi,Chlorobi,Thermotogae,Tenericutes,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Thermoplasmata,Aquificae,Rhodothermaeota	2	Bacteria,Archaea
Lar_N	PF09861	CL0471	Unassigned	13	9	4	Halobacteria,Methanomicrobia,Proteobacteria,Cyanobacteria,Actinobacteria,Archaeoglobi,Thermotogae,Chloroflexi,Firmicutes,Acidobacteria,Planctomycetes,Thermoplasmata,Bacteroidetes	2	Archaea,Bacteria
Maf	PF02545	CL0269	Unassigned	19	16	3	Thermoprotei,Actinobacteria,Chlamydiae,Proteobacteria,Methanomicrobia,Thermococci,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Aquificae,Rhodothermaeota	2	Archaea,Bacteria
Alkyl_sulf_dimr	PF14863	CL0020	Unassigned	6	4	2	Actinobacteria,Halobacteria,Methanomicrobia,Proteobacteria,Cyanobacteria,Bacteroidetes	2	Bacteria,Archaea
Ntox11	PF15521	no clan	Unassigned	2	2	0	Actinobacteria,Proteobacteria	1	Bacteria
PEP-utilizers_C	PF02896	CL0151	LUCA	26	18	8	Thermoprotei,Actinobacteria,Methanomicrobia,Halobacteria,Chlamydiae,Thermoplasmata,Proteobacteria,Thermococci,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Methanopyri,Archaeoglobi,Methanobacteria,Thermotogae,Deinococcus-Thermus,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Bacteroidetes,Tenericutes,Aquificae,Rhodothermaeota	2	Archaea,Bacteria
DUF512	PF04459	no clan	Unassigned	10	8	2	Cyanobacteria,Actinobacteria,Chloroflexi,Thermococci,Methanopyri,Deinococcus-Thermus,Firmicutes,Proteobacteria,Aquificae,Rhodothermaeota	2	Bacteria,Archaea
RS4NT	PF08071	no clan	LUAA	8	0	8	Thermoprotei,Methanomicrobia,Halobacteria,Thermoplasmata,Thermococci,Methanopyri,Archaeoglobi,Methanobacteria	1	Archaea
Pantoate_transf	PF02548	CL0151	Unassigned	18	15	3	Thermoprotei,Halobacteria,Proteobacteria,Thermococci,Cyanobacteria,Actinobacteria,Chloroflexi,Chlorobi,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Fusobacteria,Acidobacteria,Ignavibacteriae,Planctomycetes,Firmicutes,Aquificae,Rhodothermaeota	2	Archaea,Bacteria
Ribosomal_S24e	PF01282	no clan	LUAA	8	0	8	Thermoprotei,Methanomicrobia,Halobacteria,Thermoplasmata,Thermococci,Methanopyri,Archaeoglobi,Methanobacteria	1	Archaea
DUF294	PF03445	CL0260	Unassigned	12	9	3	Proteobacteria,Methanomicrobia,Chlorobi,Archaeoglobi,Bacteroidetes,Chloroflexi,Firmicutes,Thermoprotei,Aquificae,Actinobacteria,Rhodothermaeota,Deinococcus-Thermus	2	Bacteria,Archaea
SUKH_5	PF14567	CL0526	LUOA	5	5	0	Bacteroidetes,Firmicutes,Chloroflexi,Proteobacteria,Planctomycetes	1	Bacteria
YEATS	PF03366	CL0154	Unassigned	1	0	1	Methanomicrobia	1	Archaea
Cornifin	PF02389	no clan	Unassigned	5	3	2	Chloroflexi,Methanomicrobia,Cyanobacteria,Proteobacteria,Halobacteria	2	Bacteria,Archaea
