pfam	num_bact_phyla	bact_phyla	num_arch_phyla	arch_phyla	Ns_enrichment50	Ns_enrichment75	Os_enrichment50	Os_enrichment75	Ss_enrichment50	Ss_enrichment75	cons_pos50	cons_pos75MCM_lid	8	Thermoprotei,Methanomicrobia,Halobacteria,Thermoplasmata,Thermococci,Methanopyri,Archaeoglobi,Methanobacteria	1	Archaea	0.466	0.7	0.448	0.367	0.0	0.0	58	30
DDE_3	18	Methanomicrobia,Chlamydiae,Acidobacteria,Cyanobacteria,Actinobacteria,Halobacteria,Chlorobi,Proteobacteria,Thermoprotei,Archaeoglobi,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Chloroflexi,Planctomycetes,Methanobacteria,Thermoplasmata,Firmicutes	2	Archaea,Bacteria	0.45	0.667	0.5	0.833	0.0	0.0	20	6
DDE_2	2	Spirochaetes,Proteobacteria	1	Bacteria	0.663	0.75	0.316	0.35	0.02	0.0	98	20
Darcynin	3	Actinobacteria,Acidobacteria,Bacteroidetes	1	Bacteria	0.358	0.682	0.552	0.591	0.015	0.0	67	22
preATP-grasp_3	5	Methanomicrobia,Archaeoglobi,Methanobacteria,Proteobacteria,Planctomycetes	2	Archaea,Bacteria	0.053	0.091	0.632	0.727	0.0	0.0	19	11
TraW_N	1	Proteobacteria	1	Bacteria	0.231	0.0	0.269	0.333	0.0	0.0	26	6
Bac_export_2	11	Chlamydiae,Proteobacteria,Acidobacteria,Actinobacteria,Spirochaetes,Ignavibacteriae,Planctomycetes,Bacteroidetes,Firmicutes,Thermotogae,Aquificae	1	Bacteria	0.407	0.143	0.42	0.095	0.025	0.0	81	21
Bac_export_3	11	Chlamydiae,Proteobacteria,Acidobacteria,Actinobacteria,Spirochaetes,Ignavibacteriae,Planctomycetes,Bacteroidetes,Firmicutes,Thermotogae,Aquificae	1	Bacteria	0.25	0.4	0.281	0.4	0.031	0.0	32	15
MurJ	16	Actinobacteria,Chlamydiae,Proteobacteria,Acidobacteria,Cyanobacteria,Chloroflexi,Thermotogae,Deinococcus-Thermus,Spirochaetes,Fusobacteria,Ignavibacteriae,Planctomycetes,Bacteroidetes,Firmicutes,Aquificae,Rhodothermaeota	1	Bacteria	0.263	0.368	0.2	0.053	0.0	0.0	95	19
Bac_export_1	11	Chlamydiae,Proteobacteria,Acidobacteria,Actinobacteria,Spirochaetes,Ignavibacteriae,Planctomycetes,Bacteroidetes,Firmicutes,Thermotogae,Aquificae	1	Bacteria	0.404	0.8	0.14	0.1	0.018	0.0	57	20
Peptidase_M24_C	7	Proteobacteria,Spirochaetes,Fusobacteria,Cyanobacteria,Firmicutes,Bacteroidetes,Thermotogae	1	Bacteria	0.259	0.353	0.481	0.471	0.0	0.0	27	17
MukB_hinge	1	Proteobacteria	1	Bacteria	0.403	0.397	0.597	0.5	0.008	0.0	129	58
Dala_Dala_lig_N	17	Actinobacteria,Chlamydiae,Proteobacteria,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Aquificae,Rhodothermaeota	1	Bacteria	0.139	0.2	0.472	0.6	0.0	0.0	36	20
CBP_GIL	1	Proteobacteria	1	Bacteria	0.52	0.357	0.339	0.329	0.012	0.029	254	70
Dala_Dala_lig_C	20	Actinobacteria,Chlamydiae,Proteobacteria,Methanomicrobia,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Thermoplasmata,Aquificae,Halobacteria,Rhodothermaeota	2	Bacteria,Archaea	0.246	0.476	0.404	0.571	0.018	0.0	57	21
YukD	3	Actinobacteria,Chloroflexi,Firmicutes	1	Bacteria	0.35	0.4	0.325	0.333	0.0	0.0	40	15
DUF3692	12	Thermoprotei,Methanomicrobia,Cyanobacteria,Chloroflexi,Thermococci,Methanopyri,Archaeoglobi,Bacteroidetes,Actinobacteria,Proteobacteria,Thermotogae,Deinococcus-Thermus	2	Archaea,Bacteria	0.6	0.625	0.32	0.625	0.0	0.0	25	8
Lact_bio_phlase	1	Firmicutes	1	Bacteria	0.414	0.449	0.498	0.513	0.035	0.027	432	187
DUF72	20	Thermoprotei,Methanomicrobia,Thermoplasmata,Chlamydiae,Thermococci,Acidobacteria,Cyanobacteria,Chloroflexi,Actinobacteria,Archaeoglobi,Thermotogae,Deinococcus-Thermus,Proteobacteria,Bacteroidetes,Ignavibacteriae,Planctomycetes,Firmicutes,Aquificae,Methanobacteria,Rhodothermaeota	2	Archaea,Bacteria	0.431	0.65	0.353	0.6	0.0	0.0	51	20
DUF2808	2	Cyanobacteria,Halobacteria	2	Bacteria,Archaea	0.3	0.5	0.167	0.333	0.0	0.0	30	6
DUF2809	7	Acidobacteria,Cyanobacteria,Chloroflexi,Proteobacteria,Firmicutes,Bacteroidetes,Actinobacteria	1	Bacteria	0.292	0.1	0.458	0.6	0.0	0.0	24	10
tRNA_NucTransf2	8	Thermoprotei,Methanomicrobia,Halobacteria,Thermoplasmata,Thermococci,Methanopyri,Archaeoglobi,Methanobacteria	1	Archaea	0.348	0.378	0.348	0.351	0.0	0.0	69	37
DUF2800	3	Firmicutes,Halobacteria,Chloroflexi	2	Bacteria,Archaea	0.667	0.5	0.649	0.643	0.0	0.0	57	14
DUF2802	1	Proteobacteria	1	Bacteria	0.276	0.0	0.517	0.625	0.034	0.125	29	8
DUF2804	5	Actinobacteria,Spirochaetes,Proteobacteria,Halobacteria,Thermotogae	2	Bacteria,Archaea	0.447	0.32	0.435	0.56	0.0	0.0	85	25
DUF2805	5	Cyanobacteria,Bacteroidetes,Ignavibacteriae,Proteobacteria,Firmicutes	1	Bacteria	0.686	0.844	0.412	0.313	0.059	0.063	51	32
DUF2806	2	Cyanobacteria,Proteobacteria	1	Bacteria	0.352	0.242	0.477	0.364	0.045	0.03	88	33
DUF2807	7	Proteobacteria,Bacteroidetes,Chloroflexi,Methanomicrobia,Cyanobacteria,Methanobacteria,Actinobacteria	2	Bacteria,Archaea	0.037	0.125	0.037	0.0	0.0	0.0	27	8
Urocanase_N	19	Thermoprotei,Thermoplasmata,Proteobacteria,Chlamydiae,Halobacteria,Acidobacteria,Actinobacteria,Chloroflexi,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Cyanobacteria,Methanomicrobia,Planctomycetes,Rhodothermaeota	2	Archaea,Bacteria	0.319	0.354	0.418	0.277	0.044	0.046	91	65
Urocanase_C	19	Thermoprotei,Thermoplasmata,Proteobacteria,Chlamydiae,Halobacteria,Acidobacteria,Actinobacteria,Chloroflexi,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Cyanobacteria,Methanomicrobia,Planctomycetes,Rhodothermaeota	2	Archaea,Bacteria	0.39	0.464	0.397	0.371	0.021	0.021	141	97
RuvC_III	6	Ignavibacteriae,Actinobacteria,Tenericutes,Firmicutes,Planctomycetes,Proteobacteria	1	Bacteria	0.857	0.333	0.429	0.556	0.0	0.0	28	9
ToxN_toxin	2	Fusobacteria,Firmicutes	1	Bacteria	0.389	0.2	0.431	1.0	0.028	0.0	72	5
CopK	1	Proteobacteria	1	Bacteria	0.375	0.185	0.516	0.556	0.016	0.0	64	27
AidB_N	8	Actinobacteria,Chloroflexi,Thermoprotei,Halobacteria,Proteobacteria,Thermoplasmata,Firmicutes,Deinococcus-Thermus	2	Bacteria,Archaea	0.4	0.2	0.425	0.3	0.05	0.1	40	20
GT-D	2	Methanomicrobia,Proteobacteria	2	Archaea,Bacteria	0.413	0.294	0.466	0.412	0.029	0.0	208	51
MerT	3	Proteobacteria,Bacteroidetes,Ignavibacteriae	1	Bacteria	0.255	0.182	0.213	0.182	0.064	0.273	47	11
DHDPS	24	Thermoprotei,Actinobacteria,Methanomicrobia,Halobacteria,Chlamydiae,Thermoplasmata,Proteobacteria,Thermococci,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Methanopyri,Archaeoglobi,Methanobacteria,Thermotogae,Bacteroidetes,Fusobacteria,Firmicutes,Planctomycetes,Spirochaetes,Aquificae,Rhodothermaeota,Deinococcus-Thermus	2	Archaea,Bacteria	0.256	0.414	0.397	0.31	0.0	0.0	78	29
MerB	5	Actinobacteria,Halobacteria,Thermoprotei,Chloroflexi,Methanomicrobia	2	Bacteria,Archaea	0.206	0.455	0.265	0.364	0.059	0.182	34	11
MerC	3	Proteobacteria,Bacteroidetes,Acidobacteria	1	Bacteria	0.545	0.545	0.212	0.364	0.061	0.182	33	11
MerE	3	Actinobacteria,Chloroflexi,Proteobacteria	1	Bacteria	0.194	0.286	0.139	0.143	0.056	0.143	36	14
RLI	8	Thermoprotei,Methanomicrobia,Halobacteria,Thermoplasmata,Thermococci,Methanopyri,Archaeoglobi,Methanobacteria	1	Archaea	0.462	0.5	0.154	0.0	0.308	0.5	13	2
SepRS_C	3	Methanomicrobia,Archaeoglobi,Methanobacteria	1	Archaea	0.235	0.333	0.235	0.5	0.0	0.0	17	6
VirE_N	2	Planctomycetes,Bacteroidetes	1	Bacteria	0.351	0.6	0.541	0.8	0.027	0.0	37	10
Trns_repr_metal	15	Actinobacteria,Chlamydiae,Cyanobacteria,Chloroflexi,Chlorobi,Proteobacteria,Methanobacteria,Thermotogae,Deinococcus-Thermus,Firmicutes,Acidobacteria,Planctomycetes,Bacteroidetes,Methanomicrobia,Thermoplasmata	2	Bacteria,Archaea	0.4	0.444	0.48	0.111	0.12	0.333	25	9
PAP2_3	12	Halobacteria,Methanomicrobia,Thermococci,Acidobacteria,Chloroflexi,Actinobacteria,Tenericutes,Thermoprotei,Proteobacteria,Ignavibacteriae,Firmicutes,Aquificae	2	Archaea,Bacteria	0.299	0.5	0.313	0.417	0.015	0.0	67	12
Aminopep	1	Proteobacteria	1	Bacteria	0.391	0.338	0.384	0.368	0.022	0.0	138	68
ATP-grasp	18	Thermoprotei,Halobacteria,Thermoplasmata,Thermococci,Methanomicrobia,Acidobacteria,Cyanobacteria,Actinobacteria,Chloroflexi,Chlorobi,Proteobacteria,Deinococcus-Thermus,Bacteroidetes,Ignavibacteriae,Planctomycetes,Firmicutes,Rhodothermaeota,Aquificae	2	Archaea,Bacteria	0.338	0.5	0.338	0.5	0.0	0.0	65	28
RGI_lyase	5	Chloroflexi,Halobacteria,Bacteroidetes,Actinobacteria,Proteobacteria	2	Bacteria,Archaea	0.429	0.48	0.49	0.36	0.02	0.04	49	25
DUF1858	17	Actinobacteria,Methanomicrobia,Acidobacteria,Chloroflexi,Thermococci,Archaeoglobi,Proteobacteria,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Thermoplasmata,Planctomycetes,Bacteroidetes,Methanobacteria,Thermotogae,Deinococcus-Thermus	2	Bacteria,Archaea	0.167	1.0	0.389	0.0	0.111	0.0	18	1
NLPC_P60	19	Actinobacteria,Chlamydiae,Thermoplasmata,Proteobacteria,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Halobacteria,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Firmicutes,Ignavibacteriae,Planctomycetes,Thermotogae,Methanomicrobia,Rhodothermaeota,Aquificae	2	Bacteria,Archaea	0.333	0.389	0.205	0.389	0.026	0.056	39	18
Flagellin_IN	6	Proteobacteria,Planctomycetes,Actinobacteria,Spirochaetes,Thermotogae,Firmicutes	1	Bacteria	0.091	0.2	0.091	0.2	0.0	0.0	11	5
TGase_elicitor	1	Proteobacteria	1	Bacteria	0.394	0.302	0.505	0.535	0.028	0.07	109	43
DUF4402	2	Proteobacteria,Firmicutes	1	Bacteria	0.0	0.0	0.423	0.353	0.0	0.0	26	17
DUF4403	4	Chlorobi,Deinococcus-Thermus,Proteobacteria,Bacteroidetes	1	Bacteria	0.309	0.625	0.191	0.188	0.0	0.0	68	16
WhiA_N	4	Actinobacteria,Tenericutes,Fusobacteria,Firmicutes	1	Bacteria	0.64	0.9	0.28	0.3	0.04	0.0	50	10
DUF4401	2	Chloroflexi,Proteobacteria	1	Bacteria	0.224	0.171	0.133	0.086	0.014	0.0	210	70
DUF4154	3	Proteobacteria,Acidobacteria,Bacteroidetes	1	Bacteria	0.385	0.222	0.103	0.0	0.051	0.111	39	9
DUF4407	3	Chlorobi,Bacteroidetes,Actinobacteria	1	Bacteria	0.273	0.6	0.273	0.333	0.0	0.0	55	15
DUF4404	2	Chlorobi,Proteobacteria	1	Bacteria	0.353	0.231	0.647	0.462	0.059	0.0	34	13
AbiJ_NTD5	2	Actinobacteria,Halobacteria	2	Bacteria,Archaea	0.532	0.538	0.468	0.846	0.065	0.0	62	13
DUF4158	6	Proteobacteria,Cyanobacteria,Chloroflexi,Actinobacteria,Rhodothermaeota,Bacteroidetes	1	Bacteria	0.469	1.0	0.188	0.0	0.0	0.0	32	1
DUF4159	7	Acidobacteria,Proteobacteria,Bacteroidetes,Ignavibacteriae,Planctomycetes,Cyanobacteria,Rhodothermaeota	1	Bacteria	0.375	0.333	0.438	0.667	0.0	0.0	48	9
Oxidored_q2	22	Thermoprotei,Methanomicrobia,Halobacteria,Thermoplasmata,Proteobacteria,Chlamydiae,Thermococci,Acidobacteria,Cyanobacteria,Actinobacteria,Chloroflexi,Chlorobi,Methanobacteria,Thermotogae,Deinococcus-Thermus,Archaeoglobi,Bacteroidetes,Ignavibacteriae,Planctomycetes,Firmicutes,Aquificae,Rhodothermaeota	2	Archaea,Bacteria	0.387	0.0	0.355	0.0	0.0	0.0	31	2
PTS_IIA	4	Tenericutes,Spirochaetes,Firmicutes,Proteobacteria	1	Bacteria	0.302	0.421	0.372	0.368	0.023	0.053	43	19
eIF-1a	26	Thermoprotei,Actinobacteria,Methanomicrobia,Halobacteria,Chlamydiae,Thermoplasmata,Proteobacteria,Thermococci,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Methanopyri,Archaeoglobi,Methanobacteria,Thermotogae,Tenericutes,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Aquificae,Rhodothermaeota	2	Archaea,Bacteria	0.632	0.333	0.395	0.4	0.053	0.067	38	15
DUF1659	1	Firmicutes	1	Bacteria	0.067	0.25	0.6	0.0	0.0	0.0	15	4
Ribosomal_L38e	1	Thermoprotei	1	Archaea	0.818	0.733	0.364	0.333	0.045	0.0	22	15
DUF1656	1	Proteobacteria	1	Bacteria	0.375	0.6	0.125	0.0	0.0	0.0	24	5
DUF1657	1	Firmicutes	1	Bacteria	0.316	0.0	0.263	0.167	0.0	0.0	19	6
MethyTransf_Reg	7	Acidobacteria,Cyanobacteria,Proteobacteria,Fusobacteria,Chloroflexi,Firmicutes,Planctomycetes	1	Bacteria	0.412	0.545	0.559	0.455	0.0	0.0	34	11
HEAT	11	Methanomicrobia,Thermococci,Acidobacteria,Cyanobacteria,Archaeoglobi,Halobacteria,Chloroflexi,Proteobacteria,Thermotogae,Methanobacteria,Bacteroidetes	2	Archaea,Bacteria	0.3	0.429	0.2	0.286	0.0	0.0	10	7
Prim_Zn_Ribbon	3	Chloroflexi,Proteobacteria,Halobacteria	2	Bacteria,Archaea	0.609	0.385	0.261	0.308	0.174	0.231	23	13
QueF	17	Chlamydiae,Acidobacteria,Cyanobacteria,Actinobacteria,Chlorobi,Proteobacteria,Archaeoglobi,Thermoprotei,Chloroflexi,Firmicutes,Ignavibacteriae,Planctomycetes,Thermoplasmata,Bacteroidetes,Aquificae,Rhodothermaeota,Halobacteria	2	Bacteria,Archaea	0.382	0.714	0.353	0.5	0.0	0.0	34	14
Smoa_sbd	2	Proteobacteria,Actinobacteria	1	Bacteria	0.565	0.5	0.323	0.367	0.032	0.0	62	30
SAICAR_synt	24	Thermoprotei,Actinobacteria,Methanomicrobia,Halobacteria,Thermoplasmata,Proteobacteria,Thermococci,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Methanopyri,Archaeoglobi,Methanobacteria,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Thermotogae,Aquificae,Rhodothermaeota	2	Archaea,Bacteria	0.419	0.68	0.516	0.68	0.016	0.0	62	25
DAO_C	13	Proteobacteria,Acidobacteria,Cyanobacteria,Chloroflexi,Actinobacteria,Deinococcus-Thermus,Bacteroidetes,Planctomycetes,Archaeoglobi,Spirochaetes,Methanomicrobia,Firmicutes,Aquificae	2	Bacteria,Archaea	0.414	0.545	0.345	0.636	0.0	0.0	29	11
Tocopherol_cycl	6	Cyanobacteria,Methanobacteria,Methanomicrobia,Chloroflexi,Bacteroidetes,Thermotogae	2	Bacteria,Archaea	0.253	0.333	0.387	0.407	0.0	0.0	75	27
ImpE	3	Acidobacteria,Proteobacteria,Planctomycetes	1	Bacteria	0.477	0.484	0.338	0.452	0.015	0.0	65	31
RuBisCO_small	6	Cyanobacteria,Actinobacteria,Proteobacteria,Chloroflexi,Firmicutes,Deinococcus-Thermus	1	Bacteria	0.73	0.9	0.486	0.6	0.027	0.0	37	10
DUF1479	2	Actinobacteria,Proteobacteria	1	Bacteria	0.478	0.488	0.43	0.44	0.03	0.024	402	168
tRNA_synt_2f	12	Actinobacteria,Chlamydiae,Proteobacteria,Acidobacteria,Cyanobacteria,Thermotogae,Fusobacteria,Firmicutes,Chloroflexi,Spirochaetes,Planctomycetes,Aquificae	1	Bacteria	0.4	0.462	0.329	0.327	0.019	0.038	210	104
HAMP	23	Actinobacteria,Methanomicrobia,Chlamydiae,Proteobacteria,Thermococci,Halobacteria,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Archaeoglobi,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Thermoplasmata,Aquificae,Methanobacteria,Rhodothermaeota	2	Bacteria,Archaea	0.154	0.0	0.538	1.0	0.077	0.0	13	2
Haem_degrading	12	Halobacteria,Proteobacteria,Acidobacteria,Actinobacteria,Thermoprotei,Bacteroidetes,Chloroflexi,Fusobacteria,Planctomycetes,Firmicutes,Rhodothermaeota,Deinococcus-Thermus	2	Archaea,Bacteria	0.116	0.357	0.233	0.214	0.023	0.0	43	14
AP2	1	Methanobacteria	1	Archaea	0.452	0.438	0.548	0.438	0.0	0.0	42	16
DUF1471	1	Proteobacteria	1	Bacteria	0.067	0.0	0.333	0.167	0.0	0.0	15	6
DUF1476	1	Proteobacteria	1	Bacteria	0.397	0.382	0.544	0.588	0.044	0.029	68	34
TSP1_ADAMTS	1	Proteobacteria	1	Bacteria	0.465	0.417	0.465	0.167	0.116	0.333	43	12
Glyco_hydro_92	9	Acidobacteria,Actinobacteria,Thermotogae,Bacteroidetes,Chloroflexi,Firmicutes,Halobacteria,Proteobacteria,Rhodothermaeota	2	Bacteria,Archaea	0.359	0.299	0.427	0.463	0.016	0.015	192	67
Glyco_hydro_97	6	Halobacteria,Acidobacteria,Ignavibacteriae,Bacteroidetes,Actinobacteria,Proteobacteria	2	Archaea,Bacteria	0.382	0.532	0.511	0.383	0.015	0.0	131	47
MmcB-like	2	Cyanobacteria,Proteobacteria	1	Bacteria	0.533	0.595	0.32	0.432	0.027	0.027	75	37
Glyco_hydro_99	4	Chloroflexi,Thermotogae,Thermoprotei,Halobacteria	2	Bacteria,Archaea	0.537	0.667	0.537	0.267	0.015	0.0	67	15
PolyA_pol_RNAbd	19	Chlamydiae,Proteobacteria,Acidobacteria,Cyanobacteria,Actinobacteria,Chloroflexi,Chlorobi,Thermotogae,Tenericutes,Deinococcus-Thermus,Bacteroidetes,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Thermoplasmata,Aquificae,Rhodothermaeota	2	Bacteria,Archaea	0.375	1.333	0.438	0.667	0.0	0.0	16	3
Lar_N	13	Halobacteria,Methanomicrobia,Proteobacteria,Cyanobacteria,Actinobacteria,Archaeoglobi,Thermotogae,Chloroflexi,Firmicutes,Acidobacteria,Planctomycetes,Thermoplasmata,Bacteroidetes	2	Archaea,Bacteria	0.438	0.625	0.229	0.375	0.0	0.0	48	16
Maf	19	Thermoprotei,Actinobacteria,Chlamydiae,Proteobacteria,Methanomicrobia,Thermococci,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Thermotogae,Deinococcus-Thermus,Bacteroidetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Aquificae,Rhodothermaeota	2	Archaea,Bacteria	0.239	0.267	0.31	0.267	0.0	0.0	71	30
Alkyl_sulf_dimr	6	Actinobacteria,Halobacteria,Methanomicrobia,Proteobacteria,Cyanobacteria,Bacteroidetes	2	Bacteria,Archaea	0.403	0.389	0.452	0.222	0.0	0.0	62	18
Ntox11	2	Actinobacteria,Proteobacteria	1	Bacteria	0.569	0.463	0.359	0.268	0.01	0.049	195	41
PEP-utilizers_C	26	Thermoprotei,Actinobacteria,Methanomicrobia,Halobacteria,Chlamydiae,Thermoplasmata,Proteobacteria,Thermococci,Acidobacteria,Cyanobacteria,Chloroflexi,Chlorobi,Methanopyri,Archaeoglobi,Methanobacteria,Thermotogae,Deinococcus-Thermus,Spirochaetes,Fusobacteria,Firmicutes,Ignavibacteriae,Planctomycetes,Bacteroidetes,Tenericutes,Aquificae,Rhodothermaeota	2	Archaea,Bacteria	0.346	0.5	0.413	0.5	0.038	0.071	104	42
